bb_image,page_image,species_name,xbr,xtl,ybr,ytl
Aphis-gossypii-0.jpg,aphidae-and-aleurodidae-of-guam-0.jpg,Aphis gossypii,1133,184,773,456
Aphis-maidis-1.jpg,aphidae-and-aleurodidae-of-guam-0.jpg,Aphis maidis,1144,184,1099,783
Aphis-nerii-2.jpg,aphidae-and-aleurodidae-of-guam-0.jpg,Aphis nerii,1143,181,1253,1109
Neomaskellia-bergii-3.jpg,aphidae-and-aleurodidae-of-guam-0.jpg,Neomaskellia bergii,1081,181,1691,1543
Neomaskellia-bergii-4.jpg,aphidae-and-aleurodidae-of-guam-1.jpg,Neomaskellia bergii,1241,269,629,262
