bb_image,page_image,species_name,xbr,xtl,ybr,ytl
Platypus-solidus-0.jpg,barkbeetles-of-guam-0.jpg,Platypus solidus,1129,174,896,674
Staphanoderes-insularis-1.jpg,barkbeetles-of-guam-0.jpg,Staphanoderes insularis,1160,172,1459,956
Cryphalus-swezeyi-2.jpg,barkbeetles-of-guam-0.jpg,Cryphalus swezeyi,1146,174,1688,1468
Cryphalus-swezeyi-3.jpg,barkbeetles-of-guam-1.jpg,Cryphalus swezeyi,1234,254,863,252
Cosmoderes-birmanus-4.jpg,barkbeetles-of-guam-1.jpg,Cosmoderes birmanus,1239,249,1233,875
Coccotrypes-carpophagus-5.jpg,barkbeetles-of-guam-1.jpg,Coccotrypes carpophagus,1234,254,1454,1238
Xyleborus-testaceus-6.jpg,barkbeetles-of-guam-1.jpg,Xyleborus testaceus,1230,258,1711,1468
Xyleborus-similis-7.jpg,barkbeetles-of-guam-2.jpg,Xyleborus similis,1160,181,430,209
Xyleborus-confusus-8.jpg,barkbeetles-of-guam-2.jpg,Xyleborus confusus,1143,183,632,435
