bb_image,page_image,species_name,xbr,xtl,ybr,ytl
Culex-quinquefasciatus-0.jpg,culicidae-of-guam-0.jpg,Culex quinquefasciatus,1136,166,609,369
Aedes-pseudoscutellaris-1.jpg,culicidae-of-guam-0.jpg,Aedes pseudoscutellaris,1136,162,947,614
Aedes-aegypti-2.jpg,culicidae-of-guam-0.jpg,Aedes aegypti,1139,162,1216,960
Aedes-pandani-3.jpg,culicidae-of-guam-0.jpg,Aedes pandani,1143,162,1670,1231
Aedes-pandani-4.jpg,culicidae-of-guam-1.jpg,Aedes pandani,1242,271,437,239
Aedes-oakleyi-5.jpg,culicidae-of-guam-1.jpg,Aedes oakleyi,1242,271,724,442
