bb_image,page_image,species_name,xbr,xtl,ybr,ytl
Cis-quadridentatus-0.jpg,ciidae-of-guam-1.jpg,Cis quadridentatus,1237,253,1363,259
Cis-guamae-1.jpg,ciidae-of-guam-2.jpg,Cis guamae,1167,165,1238,214
Cis-agariconae-2.jpg,ciidae-of-guam-3.jpg,Cis agariconae,1244,249,1733,1045
Cis-agariconae-3.jpg,ciidae-of-guam-4.jpg,Cis agariconae,1155,179,421,224
Ceracis-palaceps-4.jpg,ciidae-of-guam-4.jpg,Ceracis palaceps,1170,184,1691,918
Ceracis-palaceps-5.jpg,ciidae-of-guam-5.jpg,Ceracis palaceps,1257,258,818,251
