bb_image,page_image,species_name,xbr,xtl,ybr,ytl
Iphrobrium-guamensis-0.jpg,new-longicorn-beetles-from-guam-cerambycidae-0.jpg,Iphrobrium guamensis,1150,164,1241,527
Nonymoides-swezeyi-1.jpg,new-longicorn-beetles-from-guam-cerambycidae-0.jpg,Nonymoides swezeyi,1140,160,1704,1404
Nonymoides-swezeyi-2.jpg,new-longicorn-beetles-from-guam-cerambycidae-1.jpg,Nonymoides swezeyi,1225,234,818,242
Nonymoides-minimus-3.jpg,new-longicorn-beetles-from-guam-cerambycidae-1.jpg,Nonymoides minimus,1247,262,1568,1179
Ceresium-4.jpg,new-longicorn-beetles-from-guam-cerambycidae-2.jpg,Ceresium,1153,160,596,471
Ceresium-guttaticolle-5.jpg,new-longicorn-beetles-from-guam-cerambycidae-2.jpg,Ceresium guttaticolle,1155,158,889,608
Sybra-carolina-6.jpg,new-longicorn-beetles-from-guam-cerambycidae-2.jpg,Sybra carolina,1162,182,1706,1036
Sybra-7.jpg,new-longicorn-beetles-from-guam-cerambycidae-3.jpg,Sybra,1259,251,494,253
Ropica-8.jpg,new-longicorn-beetles-from-guam-cerambycidae-3.jpg,Ropica,1247,255,1023,572
