bb_image,page_image,species_name,xbr,xtl,ybr,ytl
Apis-mellifera-0.jpg,bees-of-guam-0.jpg,Apis mellifera,1242,274,1020,612
Megachile-laticeps-1.jpg,bees-of-guam-0.jpg,Megachile laticeps,1251,267,1709,1085
Megachile-laticeps-2.jpg,bees-of-guam-1.jpg,Megachile laticeps,1131,166,278,201
Megachile-fullaway-3.jpg,bees-of-guam-1.jpg,Megachile fullaway,1129,171,441,290
Lithurgus-guamensis-4.jpg,bees-of-guam-1.jpg,Lithurgus guamensis,1127,174,631,439
Hylaeus-guamensis-5.jpg,bees-of-guam-1.jpg,Hylaeus guamensis,1153,178,1118,698
Halictus-saffordi-6.jpg,bees-of-guam-1.jpg,Halictus saffordi,1134,176,1454,1193
Halictus-swezeyi-7.jpg,bees-of-guam-1.jpg,Halictus swezeyi,1134,174,1668,1459
Halictus-swezeyi-8.jpg,bees-of-guam-2.jpg,Halictus swezeyi,1237,273,766,250
